player,team,opponent,opposing_pitcher,confirmed_lineup,lineup_status,lineup_source,late_hitter_lock_status,late_hitter_lock_note,today_lineup_slot,projected_pa,model_hit_probability,secondary_hit_probability,third_hit_probability,pa_path_hit_probability,odds,current_snapshot_odds,current_dk_hit_odds,pregame_to_0for1_fair_odds_move,first_pa_no_hit_games,recovery_hit_rate_after_0for1,bayes_recovery_hit_rate,fair_live_odds_after_0for1,first_pa_hit_rate,full_game_hit_rate,avg_remaining_pa_after_0for1,leadoff_samples,leadoff_recovery_hit_rate,sample_flag,buyback_watch_score,late_hitter_pool_rank,sharpie_late_hitter_reserved,sharpie_late_hitter_slot
Spencer Horwitz,PIT,SF,Blade Tidwell,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Spencer Horwitz is confirmed in today's lineup at slot #1.,1.0,4.54,0.5898,0.635,0.6506,0.6821,-263,-263.0,-263.0,73.0,13,0.8461538461538461,0.6549217154526888,-190,0.2777777777777778,0.8888888888888888,3.230769230769231,6,0.8333333333333334,strong,84.00866043415778,1,True,1
Nathan Lukes,TOR,CLE,Tanner Bibee,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Nathan Lukes is confirmed in today's lineup at slot #2.,2.0,4.5,0.6249,0.6423,0.6572,0.696,-238,-238.0,-238.0,36.0,8,1.0,0.6686521443158611,-202,0.4666666666666667,1.0,3.25,1,1.0,usable,83.66401443158611,2,True,2
Junior Caminero,TB,TEX,Cal Quantrill,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.0,4.38,0.6962,0.6646,0.663,0.6842,-296,-296.0,-296.0,127.0,22,0.7272727272727273,0.6286189084210948,-169,0.21428571428571427,0.7857142857142857,3.6818181818181817,0,,strong,83.27343369925235,3,True,3
Jonathan Aranda,TB,TEX,Cal Quantrill,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.33,4.46,0.6833,0.66,0.6624,0.6847,-221,-221.0,-221.0,63.0,18,0.7222222222222222,0.6124347628772407,-158,0.3333333333333333,0.8148148148148148,3.5,0,,strong,80.92722443587223,4,True,4
Shohei Ohtani,LAD,STL,Quinn Mathews,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.0,4.62,0.6494,0.6748,0.6739,0.7119,-234,-234.0,-234.0,80.0,15,0.7333333333333333,0.6064089957895268,-154,0.375,0.8333333333333334,3.8666666666666667,15,0.7333333333333333,strong,80.617032912286,5,True,5
Ceddanne Rafaela,BOS,BAL,Brandon Young,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.31,4.46,0.6018,0.6343,0.6489,0.6699,-270,-270.0,-270.0,107.0,16,0.75,0.6204658173684722,-163,0.2,0.8,3.4375,0,,strong,79.80684388986008,6,False,
Ivan Herrera,STL,LAD,Tarik Skubal,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.24,4.47,0.6427,0.665,0.6686,0.6902,-144,-144.0,-144.0,-2.0,19,0.6842105263157895,0.5926788027844265,-146,0.13636363636363635,0.7272727272727273,3.3684210526315788,0,,strong,79.52039697691005,7,False,
Cole Young,SEA,ATH,Jack Perkins,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.17,4.48,0.6299,0.6484,0.6581,0.6802,-194,-194.0,-194.0,55.0,23,0.6521739130434783,0.5820869396090634,-139,0.20689655172413793,0.7241379310344828,3.0434782608695654,4,1.0,strong,78.82287327125118,8,False,
Brandon Lowe,PIT,SF,Blade Tidwell,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Brandon Lowe is confirmed in today's lineup at slot #2.,2.0,4.42,0.6435,0.658,0.6582,0.6899,-247,-247.0,-247.0,105.0,21,0.6666666666666666,0.5870619056459764,-142,0.25,0.75,3.2857142857142856,0,,strong,78.67819056459763,9,False,
Randy Arozarena,SEA,ATH,Jack Perkins,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.8,4.4,0.6146,0.6372,0.6503,0.6695,-204,-204.0,-204.0,65.0,23,0.6521739130434783,0.5820869396090634,-139,0.14814814814814814,0.7037037037037037,3.3043478260869565,0,,strong,78.65463018799329,10,False,
