player,team,opponent,opposing_pitcher,confirmed_lineup,lineup_status,lineup_source,late_hitter_lock_status,late_hitter_lock_note,today_lineup_slot,projected_pa,model_hit_probability,secondary_hit_probability,third_hit_probability,pa_path_hit_probability,odds,current_snapshot_odds,current_dk_hit_odds,pregame_to_0for1_fair_odds_move,first_pa_no_hit_games,recovery_hit_rate_after_0for1,bayes_recovery_hit_rate,fair_live_odds_after_0for1,first_pa_hit_rate,full_game_hit_rate,avg_remaining_pa_after_0for1,leadoff_samples,leadoff_recovery_hit_rate,sample_flag,buyback_watch_score,late_hitter_pool_rank,sharpie_late_hitter_reserved,sharpie_late_hitter_slot
James Wood,WSH,HOU,Tatsuya Imai,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.0,4.62,0.7074,0.6963,0.6826,0.7229,-217,-217.0,-217.0,65.0,15,0.7333333333333333,0.6037747730728056,-152,0.16666666666666666,0.7777777777777778,3.533333333333333,15,0.7333333333333333,strong,81.24038145783481,1,True,1
Junior Caminero,TB,NYY,Will Warren,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.97,4.38,0.6435,0.6572,0.6585,0.6795,-247,-247.0,-247.0,71.0,12,0.8333333333333334,0.6375799530402396,-176,0.2,0.8666666666666667,3.9166666666666665,0,,strong,79.95032167680047,2,True,2
Teoscar Hernandez,LAD,COL,Michael Lorenzen,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.6206,0.6361,0.6383,0.6619,-228,-228.0,-228.0,52.0,12,0.8333333333333334,0.6375799530402396,-176,0.07692307692307693,0.8461538461538461,2.8333333333333335,0,,strong,79.15793193321072,3,True,3
Bobby Witt Jr.,KC,NYM,,True,confirmed,MLB Stats API,LOCKED,LOCKED: Bobby Witt Jr. is confirmed in today's lineup at slot #2.,2.0,4.5,0.7183,0.6943,0.6876,0.7281,-263,-263.0,-263.0,120.0,14,0.7142857142857143,0.5885353412679135,-143,0.17647058823529413,0.7647058823529411,3.2857142857142856,0,,strong,77.67044089172471,4,True,4
Willson Contreras,BOS,CWS,Noah Schultz,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.96,4.28,0.665,0.6509,0.647,0.6687,-226,-226.0,-226.0,62.0,11,0.8181818181818182,0.6218225596941631,-164,0.26666666666666666,0.8666666666666667,3.090909090909091,0,,usable,76.81092263608299,5,True,5
Ernie Clement,TOR,SF,Trevor McDonald,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.0,4.28,0.6055,0.6362,0.6489,0.6676,-266,-266.0,-266.0,114.0,15,0.7333333333333333,0.6037747730728056,-152,0.11764705882352941,0.7647058823529411,2.6666666666666665,0,,strong,76.7672546604492,6,False,
Pete Crow-Armstrong,CHC,BAL,Shane Baz,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.33,4.58,0.6383,0.652,0.6604,0.6988,-260,-260.0,-260.0,129.0,15,0.6666666666666666,0.5667377360357686,-131,0.11764705882352941,0.7058823529411765,3.533333333333333,8,0.75,strong,76.50491566262787,7,False,
Travis Bazzana,CLE,MIN,Taj Bradley,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.72,4.53,0.6056,0.6482,0.6611,0.6998,-202,-202.0,-202.0,55.0,12,0.75,0.595913286373573,-147,0.25,0.8125,3.1666666666666665,6,0.8333333333333334,strong,76.45752863735731,8,False,
Tyler Freeman,COL,LAD,Justin Wrobleski,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.62,4.43,0.6624,0.654,0.6636,0.6838,-206,-206.0,-206.0,53.0,10,0.8,0.6046326760438978,-153,0.23076923076923078,0.8461538461538461,3.3,0,,usable,76.22760606592824,9,False,
Alec Burleson,STL,MIL,Jacob Misiorowski,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Alec Burleson is confirmed in today's lineup at slot #3.,3.0,4.3,0.6168,0.6448,0.6463,0.6576,-169,-169.0,-169.0,26.0,14,0.7142857142857143,0.5885353412679135,-143,0.125,0.75,3.0,0,,strong,75.53479383290119,10,False,
Zack Gelof,ATH,DET,Tarik Skubal,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.78,4.41,0.6317,0.6412,0.6474,0.6687,-176,-176.0,-176.0,55.0,16,0.625,0.5464971026059197,-121,0.058823529411764705,0.6470588235294118,3.375,0,,strong,73.4298876137606,11,False,
Alex Bregman,CHC,BAL,Shane Baz,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.12,4.37,0.6469,0.6486,0.6548,0.6743,-263,-263.0,-263.0,122.0,9,0.7777777777777778,0.5858056606174168,-141,0.47058823529411764,0.8823529411764706,3.4444444444444446,0,,usable,73.37089547350638,12,False,
Ezequiel Tovar,COL,LAD,Justin Wrobleski,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.25,4.25,0.6117,0.6192,0.6308,0.6511,-133,-133.0,-133.0,-10.0,14,0.7142857142857143,0.5885353412679135,-143,0.17647058823529413,0.7647058823529411,2.857142857142857,0,,strong,73.34124089172471,13,False,
Iván Herrera,STL,MIL,Jacob Misiorowski,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Iván Herrera is confirmed in today's lineup at slot #2.,2.0,4.42,0.5943,0.6374,0.6505,0.68,-179,-179.0,-179.0,45.0,13,0.6923076923076923,0.5720767549186301,-134,0.1875,0.75,3.3846153846153846,0,,strong,73.31893519797283,14,False,
Ceddanne Rafaela,BOS,CWS,Noah Schultz,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.41,4.45,0.6199,0.6341,0.6484,0.6691,-245,-245.0,-245.0,108.0,11,0.7272727272727273,0.5783442988245979,-137,0.21428571428571427,0.7857142857142857,3.4545454545454546,0,,usable,73.20237273960265,15,False,
Troy Johnston,COL,LAD,Justin Wrobleski,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.82,4.17,0.6499,0.6355,0.6428,0.6649,-131,-131.0,-131.0,-12.0,14,0.7142857142857143,0.5885353412679135,-143,0.17647058823529413,0.7647058823529411,2.857142857142857,0,,strong,72.9436408917247,16,False,
Ben Rice,NYY,TB,Ian Seymour,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.88,4.51,0.6919,0.6932,0.6828,0.7245,-201,-201.0,-201.0,77.0,12,0.6666666666666666,0.5542466197069064,-124,0.2,0.7333333333333333,3.4166666666666665,3,0.3333333333333333,strong,72.3864550101338,17,False,
Dylan Crews,,,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.58,4.2,0.6203,0.6203,0.6297,0.6514,-175,-175.0,-175.0,34.0,9,0.7777777777777778,0.5858056606174168,-141,0.1,0.8,3.3333333333333335,0,,usable,72.2898257678515,18,False,
Brandon Marsh,PHI,CIN,Andrew Abbott,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.18,4.26,0.6706,0.6675,0.6661,0.687,-192,-192.0,-192.0,70.0,14,0.6428571428571429,0.5500738028063751,-122,0.06666666666666667,0.6666666666666666,2.5714285714285716,0,,strong,71.52357332008067,19,False,
Juan Soto,NYM,KC,Seth Lugo,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.76,4.41,0.6702,0.6716,0.6651,0.6882,-260,-260.0,-260.0,133.0,10,0.7,0.5591781305893524,-127,0.375,0.8125,3.2,0,,usable,71.22721305893523,20,False,
Elly De La Cruz,CIN,PHI,Zack Wheeler,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Elly De La Cruz is confirmed in today's lineup at slot #1.,1.0,4.54,0.6588,0.6794,0.6771,0.7114,-205,-205.0,-205.0,100.0,14,0.5714285714285714,0.5116122643448366,-105,0.06666666666666667,0.6,3.5,0,,strong,70.81315280726015,21,False,
Carter Jensen,KC,NYM,,True,confirmed,MLB Stats API,LOCKED,LOCKED: Carter Jensen is confirmed in today's lineup at slot #1.,1.0,4.62,0.605,0.6358,0.6495,0.6861,-181,-181.0,-181.0,284.0,15,0.5333333333333333,0.49266366196169453,103,0.0,0.5333333333333333,2.7333333333333334,3,0.6666666666666666,strong,70.45602590227926,22,False,
Michael Busch,CHC,BAL,Shane Baz,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.18,4.36,0.6178,0.6321,0.6413,0.6604,-225,-225.0,-225.0,103.0,14,0.6428571428571429,0.5500738028063751,-122,0.17647058823529413,0.7058823529411765,3.5,0,,strong,70.38605175145321,23,False,
Nathan Lukes,TOR,SF,Trevor McDonald,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.69,4.54,0.6113,0.6494,0.6627,0.7017,-268,-268.0,-268.0,144.0,3,1.0,0.5534612581977167,-124,0.5,1.0,2.6666666666666665,1,1.0,thin,70.17972581977168,24,False,
Andrew Vaughn,MIL,STL,Matt Svanson,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.05,4.27,0.6685,0.6563,0.662,0.6819,-233,-233.0,-233.0,109.0,12,0.6666666666666666,0.5542466197069064,-124,0.14285714285714285,0.7142857142857143,2.25,0,,strong,70.12203596251474,25,False,
Kyle Stowers,MIA,SEA,Bryan Woo,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Kyle Stowers is confirmed in today's lineup at slot #2.,2.0,4.42,0.6298,0.6397,0.6517,0.6817,-208,-208.0,-208.0,104.0,16,0.5625,0.510782816891634,-104,0.058823529411764705,0.5882352941176471,3.125,0,,strong,70.03907080703793,26,False,
Byron Buxton,MIN,CLE,Joey Cantillo,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.53,4.56,0.6669,0.6501,0.6522,0.6937,-231,-231.0,-231.0,114.0,9,0.6666666666666666,0.5381866129983691,-117,0.18181818181818182,0.7272727272727273,3.5555555555555554,9,0.6666666666666666,usable,69.96348464231035,27,False,
Corbin Carroll,AZ,SD,Germán Márquez,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.0,4.5,0.682,0.6611,0.6621,0.7023,-219,-219.0,-219.0,102.0,9,0.6666666666666666,0.5381866129983691,-117,0.4375,0.8125,3.5555555555555554,0,,usable,69.87766129983692,28,False,
Daylen Lile,WSH,HOU,Tatsuya Imai,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.89,4.16,0.6422,0.64,0.6422,0.6658,-247,-247.0,-247.0,126.0,16,0.625,0.5464971026059197,-121,0.1111111111111111,0.6666666666666666,3.5,0,,strong,69.76821441114625,29,False,
Cody Bellinger,NYY,TB,Ian Seymour,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.56,4.32,0.6473,0.6629,0.6632,0.6825,-187,-187.0,-187.0,63.0,12,0.6666666666666666,0.5542466197069064,-124,0.2,0.7333333333333333,3.3333333333333335,0,,strong,69.55725501013379,30,False,
Miguel Vargas,CWS,BOS,Payton Tolle,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.37,4.46,0.6429,0.6577,0.6582,0.6818,-228,-228.0,-228.0,124.0,16,0.5625,0.510782816891634,-104,0.1111111111111111,0.6111111111111112,3.1875,0,,strong,69.1656302841621,31,False,
Luke Keaschall,MIN,CLE,Joey Cantillo,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5805,0.5874,0.6092,0.6303,-158,-158.0,-158.0,21.0,11,0.7272727272727273,0.5783442988245979,-137,0.21428571428571427,0.7857142857142857,2.6363636363636362,0,,usable,69.15757273960264,32,False,
